Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
6831,Ft Worth City of,54520,Village Creek Water Reclamation Facility,TX,Tarrant,TG1,OP,GT,Commercial Non-CHP,4,5.3,4.2,5.3,OBG,LFG,Y,OBG,LFG,NG,,,,N,, , , , ,,,,,,
6831,Ft Worth City of,54520,Village Creek Water Reclamation Facility,TX,Tarrant,TG2,OP,GT,Commercial Non-CHP,4,5.3,4.2,5.3,OBG,LFG,Y,OBG,LFG,NG,,,,N,, , , , ,,,,,,
6838,CCI Rensselaer LLC,54034,Rensselaer Cogen,NY,RENSSELAER,GEN1,OP,CT,IPP Non-CHP,2,49.2,47,55.8,NG,DFO,N,,,,,,,Y,Y,47,58,45,56,6H,6H,Y,Y,Y,
6838,CCI Rensselaer LLC,54034,Rensselaer Cogen,NY,RENSSELAER,GEN2,OP,CA,IPP Non-CHP,2,39.0,33.4,27.5,NG,DFO,N,,,,,,,Y,Y,32.4,33,23.8,20,6H,6H,Y,Y,Y,
6839,City of Fulton - (MO),2126,Fulton (MO),MO,Callaway,GT4,OP,GT,Electric Utility,1,21.2,15,19.6,NG,DFO,Y,DFO,NG,,,,,Y,Y,15, ,15, ,1H,1H,Y,Y,,
6839,City of Fulton - (MO),2126,Fulton (MO),MO,Callaway,IC1,OP,IC,Electric Utility,1,5.0,4.1,4.5,DFO,NG,Y,NG,DFO,,,,,Y,Y,4, ,4.4, ,1H,1H,Y,Y,,
6839,City of Fulton - (MO),2126,Fulton (MO),MO,Callaway,IC3,OP,IC,Electric Utility,1,7.0,6.2,6.8,DFO,NG,Y,NG,DFO,,,,,Y,Y,6, ,6.2, ,72H,,N,,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,1,OP,ST,Electric Utility,1,75.0,75,75,NG,RFO,Y,NG,RFO,,,,,Y,Y,75,75,75,75,6H,1H,Y,Y,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,GT1,OP,GT,Electric Utility,1,24.6,17.5,20,NG,DFO,N,,,,,,,Y,Y,17.5,20,17.5,20,1H,1H,Y,Y,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,GT2,OP,GT,Electric Utility,1,24.6,17.5,20,NG,DFO,N,,,,,,,Y,Y,17.5,20,17.5,20,1H,1H,Y,Y,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,GT3,OP,GT,Electric Utility,1,96.1,75,81,NG,DFO,N,,,,,,,Y,Y,75,81,75,81,1H,1H,Y,Y,,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,8,OP,CA,Electric Utility,1,50.0,37,37,NG,DFO,N,,,,,,,Y,Y,37,37,37,37,1H,1H,Y,Y,Y,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,CT04,OP,CT,Electric Utility,1,96.1,75,81,NG,DFO,N,,,,,,,Y,Y,75,81,75,81,1H,1H,Y,Y,Y,
6949,City of Gardner - (KS),7281,Gardner Energy Center,KS,Johnson,CT1,OP,GT,Electric Utility,1,19.6,13.5,14,NG,DFO,N,,,,,,,Y,N,13.5, ,13.5, ,72H,24H,N,,,
6949,City of Gardner - (KS),7281,Gardner Energy Center,KS,Johnson,CT2,OP,GT,Electric Utility,1,19.6,13.5,14,NG,DFO,N,,,,,,,Y,N,13.5, ,13.5, ,72H,24H,N,,,
6965,City of Garnett - (KS),1278,Garnett Municipal,KS,Anderson,1,OP,IC,Electric Utility,1,1.5,1.3,1.3,DFO,NG,N,,,,,,,Y,Y,1.5, ,1.3, ,UNK,,Y,Y,,
6965,City of Garnett - (KS),1278,Garnett Municipal,KS,Anderson,3,OP,IC,Electric Utility,1,1.5,1.3,1.3,DFO,NG,N,,,,,,,Y,Y,1.5, ,1.3, ,UNK,,Y,Y,,
6965,City of Garnett - (KS),1278,Garnett Municipal,KS,Anderson,4,OP,IC,Electric Utility,1,0.9,0.8,0.8,DFO,NG,N,,,,,,,Y,Y,0.9, ,0.8, ,UNK,,Y,Y,,
6965,City of Garnett - (KS),1278,Garnett Municipal,KS,Anderson,IC5,OP,IC,Electric Utility,1,2.4,2.1,2.1,DFO,NG,,,,,,,,Y,Y, , , , ,,,,,,
7019,Gay & Robinson Inc,50333,Gay Robinson,HI,KAUAI,ST4,OS,ST,Industrial CHP,7,4.0,2.5,3.8,AB,DFO,Y,AB,DFO,,,,,N,, , , , ,,,,,,
7049,General Electric Aircraft Engines,10029,General Electric Aircraft Engines,MA,Essex,GEN8,OS,GT,Industrial CHP,7,21.1,19.1,19.1,NG,DFO,N,,,,,,,Y,Y,21.1,21.1,21.1,21.1,6H,1H,Y,Y,,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,1,OP,IC,Electric Utility,1,5.6,4.4,4.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.6, ,5.6, ,1H,1H,N,,,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,2,OP,IC,Electric Utility,1,3.5,2.8,2.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,3.5, ,3.5, ,1H,1H,N,,,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,3,OP,IC,Electric Utility,1,3.5,2.8,2.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,3.5, ,3.5, ,1H,1H,N,,,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,4,OP,IC,Electric Utility,1,1.6,1.3,1.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,1.6, ,1.6, ,1H,1H,N,,,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,5A,OP,IC,Electric Utility,1,4.4,3.4,3.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,4.4, ,4.4, ,1H,1H,N,,,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,6A,OP,IC,Electric Utility,1,3.0,2.4,2.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,3, ,3, ,1H,1H,N,,,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,7,OP,IC,Electric Utility,1,3.0,2.4,2.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,3, ,3, ,1H,1H,N,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN1,SB,GT,Industrial CHP,7,25.2,21.4,24.7,NG,DFO,N,,,,,,,Y,Y,18,18,18,18,6H,6H,N,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN2,SB,GT,Industrial CHP,7,25.2,21.4,24.7,NG,DFO,N,,,,,,,Y,Y,18,18,18,18,6H,6H,N,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN3,OP,ST,Industrial CHP,7,45.0,41.9,42.3,PC,BIT,Y,PC,BIT,,,,,N,, , , , ,,,,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN4,OP,ST,Industrial CHP,7,45.0,41.9,42.3,PC,BIT,Y,PC,BIT,,,,,N,, , , , ,,,,,,
7136,Georgia-Pacific Consr Prods LP-Naheola,10699,Georgia-Pacific Consr Prods LP-Naheola,AL,Choctaw,GEN1,OP,ST,Industrial CHP,7,15.6,14.5,14.7,BLQ,BIT,Y,BLQ,BIT,DFO,NG,WDS,,Y,Y,14.5,14.5,14.5,14.5,6H,6H,N,,,
7136,Georgia-Pacific Consr Prods LP-Naheola,10699,Georgia-Pacific Consr Prods LP-Naheola,AL,Choctaw,GEN2,OP,ST,Industrial CHP,7,15.6,14.5,14.7,BLQ,BIT,Y,BLQ,BIT,DFO,NG,WDS,,Y,Y,14.5,14.5,14.5,14.5,6H,6H,N,,,
7136,Georgia-Pacific Consr Prods LP-Naheola,10699,Georgia-Pacific Consr Prods LP-Naheola,AL,Choctaw,GT3,OP,ST,Industrial CHP,7,47.1,43.8,44.3,BLQ,NG,Y,BLQ,DFO,NG,,,,Y,Y,15,15,25,25,6H,6H,N,,,
7140,Georgia Power Co,710,Jack McDonough,GA,Cobb,3A,OP,GT,Electric Utility,1,41.8,32,40,NG,DFO,N,,,,,,,Y,Y,32, ,32, ,1H,1H,Y,,Y,
7140,Georgia Power Co,710,Jack McDonough,GA,Cobb,3B,OP,GT,Electric Utility,1,41.8,32,40,NG,DFO,N,,,,,,,Y,Y,32, ,32, ,1H,1H,Y,,Y,
7140,Georgia Power Co,710,Jack McDonough,GA,Cobb,5ACT,OP,CT,Electric Utility,1,232.5,231.5,269,NG,DFO,N,,,,,,,Y,N,231.5, ,231.5, ,1H,1H,Y,,Y,
7140,Georgia Power Co,710,Jack McDonough,GA,Cobb,CT4A,OP,CT,Electric Utility,1,232.5,231.5,269,NG,DFO,N,,,,,,,Y,N,231.5, ,231.5, ,1H,1H,Y,,Y,
7140,Georgia Power Co,728,Yates,GA,Coweta,1,OP,ST,Electric Utility,1,122.5,97,97,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,2,OP,ST,Electric Utility,1,122.5,103,103,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,3,OP,ST,Electric Utility,1,122.5,111,111,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,4,OP,ST,Electric Utility,1,156.2,133,133,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,5,OP,ST,Electric Utility,1,156.2,135,135,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,6,OP,ST,Electric Utility,1,403.7,352,352,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,7,OP,ST,Electric Utility,1,403.7,355,355,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,732,Boulevard,GA,Chatham,1,OP,GT,Electric Utility,1,15.6,14,18.6,NG,DFO,N,,,,,,,Y,,14,18.6,14,18.6,1H,1H,N,,,
7140,Georgia Power Co,733,Kraft,GA,Chatham,4,OP,ST,Electric Utility,1,126.0,115,115,NG,RFO,N,,,,,,,Y,Y,115, ,115, ,UNK,,N,,,
7140,Georgia Power Co,733,Kraft,GA,Chatham,PWA,OP,GT,Electric Utility,1,18.5,17,20.3,NG,DFO,N,,,,,,,Y,Y,17, ,17, ,1H,1H,N,,,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT1,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT2,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT3,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT4,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT5,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT6,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT7,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,6124,McIntosh,GA,Effingham,CT8,OP,GT,Electric Utility,1,101.3,82.2,94.5,NG,DFO,N,,,,,,,Y,Y,82.2,94.5,82.2,94.5,1H,1H,Y,,Y,
7140,Georgia Power Co,7348,Robins,GA,Houston,1,OP,GT,Electric Utility,1,91.9,80,93,NG,DFO,N,,,,,,,Y,Y,80, ,80, ,1H,1H,Y,,Y,
7140,Georgia Power Co,7348,Robins,GA,Houston,2,OP,GT,Electric Utility,1,91.9,80,93,NG,DFO,N,,,,,,,Y,Y,80, ,80, ,1H,1H,Y,,Y,
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,GA,Effingham,C10A,OP,CT,Electric Utility,1,203.2, , ,NG,DFO,N,,,,,,,Y,Y,174.8, ,174.8, ,1H,1H,N,,,
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,GA,Effingham,C10B,OP,CT,Electric Utility,1,203.2, , ,NG,DFO,N,,,,,,,Y,Y,174.8, ,174.8, ,1H,1H,N,,,
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,GA,Effingham,C11A,OP,CT,Electric Utility,1,203.2, , ,NG,DFO,N,,,,,,,Y,Y,174.8, ,174.8, ,1H,1H,N,,,
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,GA,Effingham,C11B,OP,CT,Electric Utility,1,203.2, , ,NG,DFO,N,,,,,,,Y,Y,174.8, ,174.8, ,1H,1H,N,,,
7166,Georgia-Pacific Monticello LLC,10610,Georgia-Pacific Monticello Paper,MS,Lawrence,GEN1,OP,ST,Industrial CHP,7,32.6,26.1,26.5,BLQ,WDS,Y,NG,WDS,TDF,BLQ,,,N,, , , , ,,,,,,
7166,Georgia-Pacific Monticello LLC,10610,Georgia-Pacific Monticello Paper,MS,Lawrence,GEN2,OP,ST,Industrial CHP,7,32.2,31.2,31,BLQ,WDS,Y,NG,WDS,TDF,BLQ,,,N,, , , , ,,,,,,
7167,GP Big Island LLC,50479,Georgia-Pacific Big Island,VA,Bedford,GEN1,OP,ST,Industrial CHP,7,7.5,6.5,7,WDS,BIT,Y,WDS,OBS,BIT,DFO,,,N,, , , , ,,,,,,
7168,CITGO Petroleum Corp,52175,CITGO Refinery Powerhouse,LA,Calcasieu,GEN1,OS,ST,Industrial CHP,7,25.0,7.4,6.1,OG,NG,Y,NG,OG,,,,,,, , , , ,,,,,,
7168,CITGO Petroleum Corp,52175,CITGO Refinery Powerhouse,LA,Calcasieu,GEN2,OP,ST,Industrial CHP,7,25.0,9.4,7.7,OG,NG,Y,NG,OG,,,,,,, , , , ,,,,,,
7168,CITGO Petroleum Corp,52175,CITGO Refinery Powerhouse,LA,Calcasieu,GEN3,OP,ST,Industrial CHP,7,25.0,17.5,18.5,OG,NG,Y,NG,OG,,,,,,, , , , ,,,,,,
7172,Georgia-PacificCedar Springs LLC,54101,Georgia-Pacific Cedar Springs,GA,Early,GEN1,OP,ST,Industrial CHP,7,50.0,45,50,BLQ,BIT,Y,BLQ,RFO,WDS,DFO,BIT,NG,N,, , , , ,,,,,,
7172,Georgia-PacificCedar Springs LLC,54101,Georgia-Pacific Cedar Springs,GA,Early,GEN2,OP,ST,Industrial CHP,7,51.2,45,50,BLQ,BIT,Y,BLQ,RFO,WDS,DFO,BIT,NG,N,, , , , ,,,,,,
7191,Axiall Corp,55051,Axiall Plaquemine,LA,Iberville,X773,OP,GT,Industrial CHP,7,102.0,80,90,NG,OG,Y,NG,OG,,,,,N,, , , , ,,,,,,
7191,Axiall Corp,55051,Axiall Plaquemine,LA,Iberville,X774,OP,GT,Industrial CHP,7,102.0,80,90,NG,OG,Y,NG,OG,,,,,N,, , , , ,,,,,,
7191,Axiall Corp,55051,Axiall Plaquemine,LA,Iberville,X775,OP,GT,Industrial CHP,7,102.0,80,90,NG,OG,Y,NG,OG,,,,,N,, , , , ,,,,,,
7209,The Gillette Company,54225,Gillette SBMC,MA,Suffolk,CTG3,OP,GT,Industrial CHP,7,7.2,7.2,7.2,NG,DFO,N,,,,,,,Y,Y,7.2,7.6,6.2,7.2,1H,1H,Y,,Y,
7209,The Gillette Company,54225,Gillette SBMC,MA,Suffolk,TG2,OP,ST,Industrial CHP,7,5.0,5,5,NG,DFO,N,,,,,,,Y,Y,5, ,5, ,1H,1H,Y,,Y,
7257,City of Girard - (KS),1279,Girard,KS,Crawford,1,OP,IC,Electric Utility,1,1.4,1.1,1.1,NG,DFO,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7257,City of Girard - (KS),1279,Girard,KS,Crawford,4,OP,IC,Electric Utility,1,2.2,1.8,1.8,NG,DFO,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7257,City of Girard - (KS),1279,Girard,KS,Crawford,6,OP,IC,Electric Utility,1,3.5,3.2,3.3,NG,DFO,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7257,City of Girard - (KS),1279,Girard,KS,Crawford,7,OP,IC,Electric Utility,1,3.7,3.4,3.4,NG,DFO,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7292,Glencoe Light & Power Comm,1975,Glencoe,MN,McLeod,5,OP,IC,Electric Utility,1,1.3,1,1,DFO,NG,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7292,Glencoe Light & Power Comm,1975,Glencoe,MN,McLeod,7,OP,IC,Electric Utility,1,4.1,3.2,3.2,DFO,NG,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7292,Glencoe Light & Power Comm,1975,Glencoe,MN,McLeod,8,OP,IC,Electric Utility,1,5.6,4.4,4.4,DFO,NG,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7292,Glencoe Light & Power Comm,1975,Glencoe,MN,McLeod,9,OP,IC,Electric Utility,1,7.1,5.7,5.7,DFO,NG,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7294,City of Glendale - (CA),377,Grayson,CA,Los Angeles,3,OP,ST,Electric Utility,1,23.0,18,18,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,
7294,City of Glendale - (CA),377,Grayson,CA,Los Angeles,4,OP,ST,Electric Utility,1,50.0,40,40,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,
7294,City of Glendale - (CA),377,Grayson,CA,Los Angeles,5,OP,ST,Electric Utility,1,50.0,40,40,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,
7374,City of Goodland - (KS),1280,Goodland,KS,Sherman,10,OP,IC,Electric Utility,1,2.0,1.8,2,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
7374,City of Goodland - (KS),1280,Goodland,KS,Sherman,11,OP,IC,Electric Utility,1,4.3,3.5,3.8,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
7374,City of Goodland - (KS),1280,Goodland,KS,Sherman,12,OP,IC,Electric Utility,1,1.0,0.8,0.9,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
7374,City of Goodland - (KS),1280,Goodland,KS,Sherman,13,OP,IC,Electric Utility,1,1.3,1.1,1.3,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
7374,City of Goodland - (KS),1280,Goodland,KS,Sherman,6,OP,IC,Electric Utility,1,2.2,1.8,2.1,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
7374,City of Goodland - (KS),1280,Goodland,KS,Sherman,7,OP,IC,Electric Utility,1,2.2,1.8,2.1,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
7374,City of Goodland - (KS),1280,Goodland,KS,Sherman,8,OP,IC,Electric Utility,1,5.0,4.6,4.8,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
7375,Goodyear Tire & Rubber Co,54321,Goodyear Beaumont Chemical Plant,TX,Jefferson,3N80,OP,ST,Industrial CHP,7,14.8,13,13.5,NG,WO,Y,NG,WO,,,,,N,, , , , ,,,,,,
7475,Graphic Packaging Corp,10698,Graphic Packaging,MI,Kalamazoo,GEN1,OS,ST,Industrial CHP,7,10.0,5,7,NG,RFO,Y,NG,RFO,,,,,N,Y,5, ,5, ,UNK,,,,,
7570,Great River Energy,2039,Elk River,MN,Sherburne,1,OP,ST,Electric Utility,1,11.5,8.4,8.5,MSW,NG,Y,MSW,NG,,,,,N,N, , , , ,UNK,,,,,
7570,Great River Energy,2039,Elk River,MN,Sherburne,2,OP,ST,Electric Utility,1,11.5,8.1,8.1,MSW,NG,Y,MSW,NG,,,,,N,N, , , , ,UNK,,,,,
7570,Great River Energy,2039,Elk River,MN,Sherburne,3,OP,ST,Electric Utility,1,25.0,15.1,15.1,MSW,NG,Y,MSW,NG,,,,,N,N, , , , ,UNK,,,,,
7570,Great River Energy,2039,Elk River,MN,Sherburne,CT,OP,GT,Electric Utility,1,191.3,195.9,223,NG,DFO,N,,,,,,,Y,Y,195.9,223,175.7,210.3,1H,1H,N,,,
7570,Great River Energy,7843,Pleasant Valley (MN),MN,Mower,11,OP,GT,Electric Utility,1,167.5,154.2,175.7,NG,DFO,N,,,,,,,Y,N,154.2,175.7,143.8,166.7,1H,1H,N,,,
7570,Great River Energy,7843,Pleasant Valley (MN),MN,Mower,12,OP,GT,Electric Utility,1,167.5,151.6,175.7,NG,DFO,N,,,,,,,Y,N,151.6,175.7,146.7,170.2,1H,1H,N,,,
7570,Great River Energy,7843,Pleasant Valley (MN),MN,Mower,13,OP,GT,Electric Utility,1,132.8,118,135.1,NG,DFO,N,,,,,,,Y,Y,118,135.2,108.2,127.4,1H,1H,N,,,
7570,Great River Energy,7925,Lakefield Junction,MN,Martin,1,OP,GT,Electric Utility,1,89.3,86.6,101.5,NG,DFO,N,,,,,,,Y,Y,86.6,101.5,82.2,97.2,1H,1H,N,,,
7570,Great River Energy,7925,Lakefield Junction,MN,Martin,2,OP,GT,Electric Utility,1,89.3,88.5,101.5,NG,DFO,N,,,,,,,Y,Y,88.5,101.5,79.3,93.8,1H,1H,N,,,
7570,Great River Energy,7925,Lakefield Junction,MN,Martin,3,OP,GT,Electric Utility,1,89.3,86.4,101.3,NG,DFO,N,,,,,,,Y,Y,86.4,101.3,78.4,92.8,1H,1H,N,,,
7570,Great River Energy,7925,Lakefield Junction,MN,Martin,4,OP,GT,Electric Utility,1,89.3,87.2,102.3,NG,DFO,N,,,,,,,Y,Y,87.2,102.3,79.7,94.4,1H,1H,N,,,
7570,Great River Energy,7925,Lakefield Junction,MN,Martin,5,OP,GT,Electric Utility,1,89.3,87.5,102.5,NG,DFO,N,,,,,,,Y,Y,87.2,102.3,81.8,94.4,1H,1H,N,,,
7570,Great River Energy,7925,Lakefield Junction,MN,Martin,6,OP,GT,Electric Utility,1,89.3,86.7,101.7,NG,DFO,N,,,,,,,Y,Y,87.5,102.5,81.8,96.8,1H,1H,N,,,
7634,City of Greenville - (TX),4195,Powerlane Plant,TX,HUNT,ST1,OP,ST,Electric Utility,1,16.5,20,20,NG,DFO,N,,,,,,,Y,Y,20, ,14.5, ,1H,,Y,,Y,
7634,City of Greenville - (TX),4195,Powerlane Plant,TX,HUNT,ST2,OP,ST,Electric Utility,1,25.0,26,26,NG,DFO,N,,,,,,,Y,Y,26, ,22, ,1H,,Y,,Y,
7634,City of Greenville - (TX),4195,Powerlane Plant,TX,HUNT,ST3,OP,ST,Electric Utility,1,43.2,41,41,NG,DFO,N,,,,,,,Y,Y,41, ,38, ,1H,,Y,,Y,
7651,Greenwood Utilities Comm,2062,Henderson,MS,Leflore,H2,OS,GT,Electric Utility,1,13.5,13,15,NG,DFO,N,,,,,,,Y,Y,13, ,13, ,1H,,N,,,
7743,Grundy Center Mun Light & Power,1145,Grundy Center City Light Plant,IA,GRUNDY,IC1,OP,IC,Electric Utility,1,2.2,2.2,2.2,DFO,NG,N,,,,,,,Y,Y,2.2,2.2,2.2,2.2,1H,1H,Y,Y,,
7743,Grundy Center Mun Light & Power,1145,Grundy Center City Light Plant,IA,GRUNDY,IC2,OP,IC,Electric Utility,1,3.5,3.5,3.5,DFO,NG,N,,,,,,,Y,Y,3.5,3.5,3.5,3.5,1H,1H,Y,Y,,
7743,Grundy Center Mun Light & Power,1145,Grundy Center City Light Plant,IA,GRUNDY,IC3,OP,IC,Electric Utility,1,3.0,3,3,DFO,NG,N,,,,,,,Y,Y,3,3,3,3,1H,1H,Y,Y,,
7801,Gulf Power Co,641,Crist,FL,Escambia,4,OP,ST,Electric Utility,1,93.7,75,75,BIT,NG,Y,NG,BIT,,,,,N,, , , , ,,,,,,
7801,Gulf Power Co,641,Crist,FL,Escambia,5,OP,ST,Electric Utility,1,93.7,75,75,BIT,NG,Y,NG,BIT,,,,,N,, , , , ,,,,,,
7801,Gulf Power Co,641,Crist,FL,Escambia,6,OP,ST,Electric Utility,1,369.7,299,299,BIT,NG,Y,NG,BIT,,,,,N,, , , , ,,,,,,
7860,NRG Energy Center Dover LLC,10030,NRG Energy Center Dover,DE,Kent,KD-2,OP,GT,IPP CHP,3,50.0,44,50,NG,DFO,N,,,,,,,Y,Y,44, ,44, ,1H,1H,Y,Y,Y,
7977,City of Hamilton - (OH),2917,Hamilton (OH),OH,Butler,9,OP,ST,Electric Utility,1,50.6,51,50,NG,BIT,Y,NG,BIT,,,,,N,N, , , , ,,,,,,
8009,International Paper Co,52140,International Paper Prattville Mill,AL,Autauga,GEN1,OP,ST,Industrial CHP,7,40.5,35.2,33,BLQ,WDS,Y,WDS,NG,WO,OBG,DFO,,Y,N,40.5, ,40.5, ,UNK,UNK,Y,,Y,Y
8009,International Paper Co,52140,International Paper Prattville Mill,AL,Autauga,GEN2,OP,ST,Industrial CHP,7,49.3,44.3,44.1,BLQ,WDS,Y,WDS,BIT,WO,OBG,NG,DFO,N,, , , , ,,,,,,
8153,Hartford Steam Co,52061,Hartford Hospital Cogeneration,CT,HARTFORD,GEN3,OP,CT,Commercial CHP,5,6.2,5.2,6.2,NG,DFO,N,,,,,,,Y,Y,5.3, ,5.2, ,1H,,Y,Y,Y,
8198,City of Harrisonburg - (VA),56006,Harrisonburg Power Plant,VA,HARRISONBURG CITY,ST-1,OP,ST,Electric Utility,1,2.5,2.7,2.7,NG,DFO,N,,,,,,,Y,Y,2.7,2.7,2.7,2.7,1H,1H,Y,Y,Y,Y
8205,City of Hart Hydro - (MI),1827,Hart,MI,OCEANA,4,OP,IC,Electric Utility,1,1.4,1.4,1.4,NG,DFO,N,,,,,,,Y,Y,1.1, ,1.1, ,1H,1H,N,,,
8205,City of Hart Hydro - (MI),1827,Hart,MI,OCEANA,IC1,OP,IC,Electric Utility,1,1.7,1.7,1.7,DFO,NG,N,,,,,,,Y,Y,1.3,1.3,1.3,1.3,1H,1H,N,,,
8205,City of Hart Hydro - (MI),1827,Hart,MI,OCEANA,IC3,OP,IC,Electric Utility,1,2.0,2,2,DFO,NG,N,,,,,,,Y,Y,2, ,2, ,1H,,N,,,
