Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?,Year,Technology,Multiple Fuels?,Operating Month,Operating Year
5511,CCI Roseton LLC,8006,Roseton Generating Facility,NY,Orange,2,OP,ST,IPP Non-CHP,2,621.0,607.5,615,NG,RFO,Y,RFO,NG,,,,,Y,Y,587.5,595,587.5,595,1H,1H,Y,,,Y,2013,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,41TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,NG,Y,RFO,NG,,,,,N,, , , , ,,,,,,,2013,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,42TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,NG,Y,RFO,NG,,,,,N,, , , , ,,,,,,,2013,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,43TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,NG,Y,RFO,NG,,,,,N,, , , , ,,,,,,,2013,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,44TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,DFO,Y,DFO,BIT,,,,,N,, , , , ,,,,,,,2013,,,,
6775,Village of Freeport - (NY),2679,Plant No 2 Freeport,NY,Nassau,CT5,OP,GT,Electric Utility,1,60.5,49,49,NG,KER,N,,,,,,,Y,Y,49.5, ,49.5, ,6H,,N,,,,2013,,,,
6838,CCI Rensselaer LLC,54034,Rensselaer Cogen,NY,RENSSELAER,GEN1,OP,CT,IPP Non-CHP,2,49.2,47,55.8,NG,DFO,N,,,,,,,Y,Y,47,58,45,56,6H,6H,Y,Y,Y,,2013,,,,
6838,CCI Rensselaer LLC,54034,Rensselaer Cogen,NY,RENSSELAER,GEN2,OP,CA,IPP Non-CHP,2,39.0,33.4,27.5,NG,DFO,N,,,,,,,Y,Y,32.4,33,23.8,20,6H,6H,Y,Y,Y,,2013,,,,
8688,Hofstra University,51035,Hofstra University,NY,Nassau,GEN1,OP,IC,Commercial CHP,5,1.1,1.1,1.1,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,,2013,,,,
8688,Hofstra University,51035,Hofstra University,NY,Nassau,GEN2,OP,IC,Commercial CHP,5,1.1,1.1,1.1,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,,2013,,,,
9243,Indeck-Yerkes Ltd Partnership,50451,Indeck Yerkes Energy Center,NY,Erie,GEN1,OP,CT,IPP CHP,3,40.6,45.9,56.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,26.6, ,26.6, ,1H,1H,Y,Y,Y,,2013,,,,
9243,Indeck-Yerkes Ltd Partnership,50451,Indeck Yerkes Energy Center,NY,Erie,GEN2,OP,CA,IPP CHP,3,19.3, , ,NG,,,,,,,,,Y,,19.3, ,19.3, ,1H,1H,Y,Y,Y,,2013,,,,
9244,Indeck-Oswego Ltd Partnership,50450,Indeck Oswego Energy Center,NY,Oswego,GEN1,OP,CT,IPP CHP,3,41.2,49.3,61.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,49.3,61.5,49.3,61.5,1H,1H,Y,Y,Y,,2013,,,,
9245,Indeck-Energy Serv Silver Spg,50449,Indeck Silver Springs Energy Center,NY,Wyoming,GEN1,OP,CT,IPP CHP,3,39.4,50.7,61.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,33.5,44.1,33.5,44.1,1H,1H,Y,Y,Y,,2013,,,,
9245,Indeck-Energy Serv Silver Spg,50449,Indeck Silver Springs Energy Center,NY,Wyoming,GEN2,OP,CA,IPP CHP,3,17.2, , ,NG,DFO,N,,,,,,,Y,,17.2,17.2,17.2,17.2,1H,1H,Y,Y,Y,,2013,,,,
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,NY,Cattaraugus,GEN1,OP,CT,IPP CHP,3,46.0,31.1,39.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,31.1,39.8,31.1,39.8,1H,1H,Y,Y,Y,,2013,,,,
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,NY,Cattaraugus,GEN2,OP,CA,IPP CHP,3,44.6,44.6,44.6,NG,,N,,,,,,,Y,Y,46.6,46.6,46.6,46.6,24H,24H,Y,Y,Y,,2013,,,,
9263,Indeck-Corinth Ltd Partnership,50458,Indeck Corinth Energy Center,NY,Saratoga,GEN1,OP,CT,IPP CHP,3,92.0,78,84.4,NG,KER,N,,,,,,,Y,Y,78,84.4,78,84.4,1H,1H,Y,Y,Y,,2013,,,,
9350,IPC-Ticonderoga,54099,Ticonderoga Mill,NY,Essex,GEN1,OP,ST,Industrial CHP,7,42.1,41,39,RFO,BLQ,Y,RFO,BLQ,WDS,OG,,,N,, , , , ,,,,,,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,1,OP,ST,IPP Non-CHP,2,400.0,365.7,363.6,NG,RFO,Y,NG,RFO,,,,,Y,Y,365.7, ,365.7, ,6H,6H,Y,,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,2,OP,ST,IPP Non-CHP,2,400.0,364.2,373.7,NG,RFO,Y,NG,RFO,,,,,Y,Y,364.2, ,364.2, ,6H,6H,Y,,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,3,OP,ST,IPP Non-CHP,2,1027.0,963.7,960.1,NG,RFO,Y,NG,RFO,,,,,Y,Y,963.7, ,963.7, ,6H,6H,Y,,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,4,OP,CT,IPP Non-CHP,2,170.0,153.7,195.2,NG,KER,N,,,,,,,Y,Y,153.7, ,153.7, ,6H,6H,Y,Y,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,4S,OP,CA,IPP Non-CHP,2,80.0,74.7,81.3,NG,KER,N,,,,,,,Y,Y,74.7, ,74.7, ,6H,6H,Y,Y,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,GT10,SB,GT,IPP Non-CHP,2,25.0,17.8,22.8,NG,KER,N,,,,,,,Y,Y,17.8, ,17.8, ,1H,1H,Y,Y,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,GT11,SB,GT,IPP Non-CHP,2,25.0,17.5,22.8,NG,KER,N,,,,,,,Y,Y,17.5, ,17.5, ,1H,1H,Y,Y,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,GT4,SB,GT,IPP Non-CHP,2,21.1,14.2,15.4,NG,KER,N,,,,,,,Y,Y,14.2, ,14.2, ,1H,1H,Y,Y,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,GT5,SB,GT,IPP Non-CHP,2,21.1,13.4,15.6,NG,KER,N,,,,,,,Y,Y,13.4, ,13.4, ,1H,1H,Y,Y,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,GT6,SB,GT,IPP Non-CHP,2,22.0,13.1,15.8,NG,KER,N,,,,,,,Y,Y,13.1, ,13.1, ,1H,1H,Y,Y,Y,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,GT7,OS,GT,IPP Non-CHP,2,22.0, , ,NG,KER,N,,,,,,,Y,Y, , , , ,,,N,,,,2013,,,,
10023,TC Ravenswood LLC,2500,Ravenswood,NY,Queens,GT9,SB,GT,IPP Non-CHP,2,25.0,17,21.7,NG,KER,N,,,,,,,Y,Y,17, ,17, ,1H,1H,Y,Y,Y,,2013,,,,
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN1,OP,CT,IPP CHP,3,47.1,48.4,49.8,NG,DFO,N,,,,,,,Y,Y,48.4,49.8,48.4,49.8,1H,1H,N,,,,2013,,,,
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN2,OP,CT,IPP CHP,3,47.1,48,48.7,NG,DFO,N,,,,,,,Y,Y,48,48.7,48,48.7,1H,1H,N,,,,2013,,,,
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN3,OP,CA,IPP CHP,3,27.0,25.9,26.4,NG,DFO,N,,,,,,,Y,Y,25.9,26.4,25.9,26.4,1H,1H,N,,,,2013,,,,
10849,Wyeth-Averst Lederle,10521,Lederle Laboratories,NY,Rockland,3A,OP,CA,Industrial CHP,7,1.5,1.5,1.5,NG,DFO,N,,,,,,,Y,Y,1.5,1.5,1.5,1.5,1H,,Y,,Y,,2013,,,,
10849,Wyeth-Averst Lederle,10521,Lederle Laboratories,NY,Rockland,GEN1,OP,CT,Industrial CHP,7,8.3,8.3,8.3,NG,DFO,N,,,,,,,Y,Y,8.3,8.3,8.3,8.3,1H,1H,Y,,Y,,2013,,,,
10849,Wyeth-Averst Lederle,10521,Lederle Laboratories,NY,Rockland,GEN2,OP,CT,Industrial CHP,7,8.3,8.3,8.3,NG,DFO,N,,,,,,,Y,Y,8.3,8.3,8.3,8.3,1H,1H,Y,,Y,,2013,,,,
10849,Wyeth-Averst Lederle,10521,Lederle Laboratories,NY,Rockland,GEN3,OP,CA,Industrial CHP,7,2.2,2.2,2.2,NG,DFO,N,,,,,,,Y,Y,3.1,3.1,3.1,3.1,1H,1H,Y,,Y,,2013,,,,
10849,Wyeth-Averst Lederle,10521,Lederle Laboratories,NY,Rockland,TG4,OP,CA,Industrial CHP,7,3.1,2,2,NG,DFO,N,,,,,,,Y,Y,2.2,2.2,2.2,2.2,1H,,Y,,Y,,2013,,,,
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN1,OP,CT,IPP CHP,3,48.7,40.3,49,NG,DFO,Y,NG,DFO,,,,,Y,Y,42.6, ,43, ,1H,,Y,Y,Y,,2013,,,,
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN2,OP,CT,IPP CHP,3,48.7,40.3,49,NG,DFO,Y,NG,DFO,,,,,Y,Y,42.6, ,43, ,1H,1H,Y,Y,Y,,2013,,,,
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN3,OP,CT,IPP CHP,3,48.7,43,49,NG,DFO,Y,NG,DFO,,,,,Y,Y,42.6, ,43, ,1H,,Y,Y,Y,,2013,,,,
12792,NRG New York LLC,2625,Bowline Point,NY,Rockland,1,OP,ST,IPP Non-CHP,2,621.0,575,578,NG,RFO,Y,NG,RFO,,,,,Y,Y,572,572,572,572,24H,24H,Y,Y,,,2013,,,,
12792,NRG New York LLC,2625,Bowline Point,NY,Rockland,2,OP,ST,IPP Non-CHP,2,621.0,578,578,NG,RFO,Y,NG,RFO,,,,,Y,Y,167,167,167,167,24H,24H,Y,Y,,,2013,,,,
13491,New York University,54808,New York University Central Plant,NY,New York,GT1,OP,CT,Commercial CHP,5,5.5,5.5,5.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.5,5.5,5.5,5.5,1H,1H,Y,Y,,,2013,,,,
13491,New York University,54808,New York University Central Plant,NY,New York,GT2,OP,CT,Commercial CHP,5,5.5,5.5,5.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.5,5.5,5.5,5.5,1H,1H,Y,Y,,,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-1,OP,GT,IPP Non-CHP,2,41.9,37.3,43.9,NG,KER,N,,,,,,,Y,Y,35,43.9,35,43.9,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-2,OP,GT,IPP Non-CHP,2,41.9,35.1,43.1,NG,KER,N,,,,,,,Y,Y,35,43.1,35,43.1,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-3,OP,GT,IPP Non-CHP,2,41.9,35.9,42.8,NG,KER,N,,,,,,,Y,Y,35,42.8,35,42.8,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-4,OP,GT,IPP Non-CHP,2,41.9,34.8,41.1,NG,KER,N,,,,,,,Y,Y,35,41.1,35,41.1,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-1,OP,GT,IPP Non-CHP,2,41.9,33.7,43,NG,KER,N,,,,,,,Y,Y,35,43,35,43,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-2,OP,GT,IPP Non-CHP,2,41.9,34.7,43,NG,KER,N,,,,,,,Y,Y,35,43,35,43,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-3,OP,GT,IPP Non-CHP,2,41.9,32.2,42.8,NG,KER,N,,,,,,,Y,Y,35,42.8,35,42.8,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-4,OP,GT,IPP Non-CHP,2,41.9,34.6,42.9,NG,KER,N,,,,,,,Y,Y,35,42.9,35,42.9,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-1,OP,GT,IPP Non-CHP,2,41.9,32.9,43.6,NG,KER,N,,,,,,,Y,Y,35,43.6,35,43.6,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-2,OP,GT,IPP Non-CHP,2,41.9,32.1,43.5,NG,KER,N,,,,,,,Y,Y,35,43.5,35,43.5,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-3,OP,GT,IPP Non-CHP,2,41.9,33,43.2,NG,KER,N,,,,,,,Y,Y,35,43.2,35,43.2,1H,1H,Y,,Y,Y,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-4,OP,GT,IPP Non-CHP,2,41.9,34,43.1,NG,KER,N,,,,,,,Y,Y,35,43.1,35,43.1,1H,1H,Y,,Y,Y,2013,,,,
13587,Nissequoque Cogen Partners,54149,Stony Brook Cogen Plant,NY,Suffolk,GEN1,OP,GT,IPP CHP,3,47.0,44.5,47.1,NG,DFO,N,,,,,,,Y,Y,42,44,42,44,1H,1H,Y,Y,Y,,2013,,,,
13923,NRG Oswego Harbor Power Operations Inc,2594,Oswego Harbor Power,NY,Oswego,ST6,OP,ST,IPP Non-CHP,2,901.8,824.5,832,RFO,NG,Y,RFO,NG,,,,,Y,Y,180,180,850,850,6H,UNK,Y,Y,,,2013,,,,
14294,PSEG Power New York Inc,2539,Bethlehem Energy Center,NY,Albany,5,OP,CT,IPP Non-CHP,2,194.3,164,188,NG,KER,N,,,,,,,Y,Y,164,188,164,188,UNK,UNK,Y,Y,,,2013,,,,
14294,PSEG Power New York Inc,2539,Bethlehem Energy Center,NY,Albany,6,OP,CT,IPP Non-CHP,2,194.3,164,188,NG,KER,N,,,,,,,Y,Y,164,188,164,188,UNK,UNK,Y,Y,,,2013,,,,
14294,PSEG Power New York Inc,2539,Bethlehem Energy Center,NY,Albany,7,OP,CT,IPP Non-CHP,2,194.3,164,188,NG,KER,N,,,,,,,Y,Y,164,188,164,188,UNK,UNK,Y,Y,,,2013,,,,
14294,PSEG Power New York Inc,2539,Bethlehem Energy Center,NY,Albany,8,OP,CA,IPP Non-CHP,2,310.2,263,300,NG,KER,N,,,,,,,Y,Y,263,300,263,300,UNK,UNK,Y,Y,,,2013,,,,
15253,Power City Partners LP,54592,Massena Energy Facility,NY,St Lawrence,GEN1,OP,CT,IPP Non-CHP,2,66.5,46,56,NG,DFO,N,,,,,,,Y,Y,46,59,46,59,1H,1H,Y,,Y,,2013,,,,
15296,New York Power Authority,7314,Richard M Flynn,NY,Suffolk,NA1,OP,CT,Electric Utility,1,108.0,87.6,113,NG,DFO,Y,NG,DFO,,,,,Y,N,87.6, ,87.6, ,1H,,Y,,,Y,2013,,,,
15296,New York Power Authority,7314,Richard M Flynn,NY,Suffolk,NA2,OP,CA,Electric Utility,1,56.0,48.6,51.5,NG,DFO,N,,,,,,,Y,N,48.6, ,48.6, ,1H,,Y,,,Y,2013,,,,
15296,New York Power Authority,56196,500MW CC,NY,Queens,CA01,OP,CA,Electric Utility,1,188.0,161.7,176.7,NG,,,,,,,,,Y,, , , , ,1H,,,,,,2013,,,,
15296,New York Power Authority,56196,500MW CC,NY,Queens,CT01,OP,CT,Electric Utility,1,170.0,146.2,159.8,NG,KER,,,,,,,,Y,, , , , ,1H,,,,,,2013,,,,
15296,New York Power Authority,56196,500MW CC,NY,Queens,CT02,OP,CT,Electric Utility,1,170.0,146.2,159.8,NG,KER,,,,,,,,Y,, , , , ,1H,,,,,,2013,,,,
16217,Village of Rockville Centre - (NY),2695,Charles P Keller,NY,Nassau,10,OP,IC,Electric Utility,1,3.5,3.2,3.2,NG,DFO,N,,,,,,,Y,Y,2.9, ,3.2, ,1H,1H,Y,Y,Y,,2013,,,,
16217,Village of Rockville Centre - (NY),2695,Charles P Keller,NY,Nassau,11,OP,IC,Electric Utility,1,5.2,5.2,5.2,NG,DFO,N,,,,,,,Y,Y,4.95, ,5.2, ,1H,1H,Y,Y,Y,,2013,,,,
16217,Village of Rockville Centre - (NY),2695,Charles P Keller,NY,Nassau,12,OP,IC,Electric Utility,1,5.5,5.5,5.5,NG,DFO,N,,,,,,,Y,Y,5.2, ,5.5, ,1H,1H,Y,Y,Y,,2013,,,,
16217,Village of Rockville Centre - (NY),2695,Charles P Keller,NY,Nassau,13,OP,IC,Electric Utility,1,5.5,5.5,5.5,NG,DFO,N,,,,,,,Y,Y,5.2, ,5.5, ,1H,1H,Y,Y,Y,,2013,,,,
16217,Village of Rockville Centre - (NY),2695,Charles P Keller,NY,Nassau,14,OP,IC,Electric Utility,1,6.2,6.2,6.2,NG,DFO,N,,,,,,,Y,Y,6.2, ,6.2, ,1H,1H,Y,Y,Y,,2013,,,,
16217,Village of Rockville Centre - (NY),2695,Charles P Keller,NY,Nassau,9,OP,IC,Electric Utility,1,3.5,3.2,3.2,NG,DFO,N,,,,,,,Y,Y,2.9, ,3.2, ,1H,1H,Y,Y,Y,,2013,,,,
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN1,OP,CT,IPP CHP,3,95.2,76.6,102.7,NG,DFO,Y,NG,DFO,,,,,Y,N,80.9,95,80.9,95,OVER,OVER,Y,Y,Y,,2013,,,,
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN3,OP,CT,IPP CHP,3,95.2,271.6,334.2,NG,DFO,Y,NG,DFO,,,,,Y,N,80.9,95,80.9,95,OVER,OVER,Y,Y,Y,,2013,,,,
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN4,OP,CT,IPP CHP,3,95.2, , ,NG,DFO,Y,NG,DFO,,,,,Y,N,80.9,95,80.9,95,OVER,,Y,Y,Y,,2013,,,,
18020,Starrett City Inc,50743,Starrett City Cogen Facility,NY,Kings,GEN1,OP,ST,Commercial CHP,5,6.0,5.5,6,NG,RFO,N,,,,,,,Y,N,5.5, ,5.8,5.8,1H,1H,N,,,,2013,,,,
18020,Starrett City Inc,50743,Starrett City Cogen Facility,NY,Kings,GEN2,OP,ST,Commercial CHP,5,6.0,5.5,6,NG,RFO,N,,,,,,,Y,N,5.5, ,5.8,5.8,1H,1H,N,,,,2013,,,,
18020,Starrett City Inc,50743,Starrett City Cogen Facility,NY,Kings,GEN3,SB,IC,Commercial CHP,5,2.0,2,2,DFO,NG,Y,DFO,NG,,,,,Y,Y,1.8, ,2,1.8,1H,1H,Y,,Y,,2013,,,,
18020,Starrett City Inc,50743,Starrett City Cogen Facility,NY,Kings,GEN4,SB,IC,Commercial CHP,5,2.0,2,2,DFO,NG,Y,DFO,NG,,,,,Y,Y,1.8, ,2, ,1H,1H,Y,,Y,,2013,,,,
18020,Starrett City Inc,50743,Starrett City Cogen Facility,NY,Kings,GEN5,SB,IC,Commercial CHP,5,2.0,2,2,DFO,NG,Y,DFO,NG,,,,,Y,Y,1.8, ,2, ,1H,1H,Y,,Y,,2013,,,,
19153,Nassau Energy Corp,52056,Nassau Energy Corp,NY,NASSAU,GT1,OP,CT,IPP CHP,3,43.0,43,45,NG,DFO,Y,NG,DFO,,,,,Y,Y,43,45,43,43,1H,1H,Y,Y,Y,,2013,,,,
21508,Cornell University,50368,Cornell University Central Heat,NY,Tompkins,CT1,OP,CT,Commercial CHP,5,15.0,12.3,14.5,NG,DFO,N,NG,DFO,,,,,Y,Y,12.3,14.5,12.3,14.5,1H,1H,Y,,Y,,2013,,,,
21508,Cornell University,50368,Cornell University Central Heat,NY,Tompkins,CT2,OP,CT,Commercial CHP,5,15.0,12.3,14.5,NG,DFO,N,NG,DFO,,,,,Y,Y,12.3,14.5,12.3,14.5,1H,1H,Y,,Y,,2013,,,,
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT1,OP,CT,IPP Non-CHP,2,170.0,156,170,NG,DFO,N,,,,,,,Y,Y,156,170,156,170,1H,1H,Y,Y,Y,,2013,,,,
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT2,OP,CT,IPP Non-CHP,2,170.0,156,170,NG,DFO,N,,,,,,,Y,Y,156,170,156,170,1H,1H,Y,Y,Y,,2013,,,,
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,ST1,OP,CA,IPP Non-CHP,2,180.0,228,266,NG,DFO,N,,,,,,,Y,Y,228,266,228,266,1H,1H,Y,Y,Y,,2013,,,,
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,Onondaga,GEN1,OP,CT,IPP Non-CHP,2,48.8,33,40,NG,DFO,N,,,,,,,Y,Y,33,40,33,40,1H,1H,Y,,Y,,2013,,,,
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,Onondaga,GEN2,OP,CT,IPP Non-CHP,2,48.8,33,40,NG,DFO,N,,,,,,,Y,Y,33,40,33,40,1H,1H,Y,,Y,,2013,,,,
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,Onondaga,GEN3,OP,CA,IPP Non-CHP,2,25.0,22.5,25,NG,DFO,N,,,,,,,Y,Y,22.5,25,22.5,25,1H,1H,Y,,Y,,2013,,,,
24210,Riverbay Corp,52168,Riverbay,NY,Bronx,GEN2,OP,ST,Commercial CHP,5,16.0,13.8,15,NG,DFO,N,,,,,,,Y,N,13.8,15,13.8,13.8,6H,6H,Y,Y,Y,,2013,,,,
24210,Riverbay Corp,52168,Riverbay,NY,Bronx,GEN3,OP,GT,Commercial CHP,5,12.9,11.1,12.1,NG,DFO,N,,,,,,,Y,Y,11.1,12.1,9.8, ,6H,6H,Y,Y,Y,,2013,,,,
24210,Riverbay Corp,52168,Riverbay,NY,Bronx,GEN4,OP,GT,Commercial CHP,5,12.9,11.1,12.1,NG,DFO,N,,,,,,,Y,Y,11.1,12.1,9.8, ,6H,6H,Y,Y,Y,,2013,,,,
26642,PE Bay Shore LLC,54541,Entenmanns Energy Center,NY,Suffolk,1,OP,IC,IPP CHP,3,1.3,1.3,1.3,NG,DFO,Y,NG,DFO,,,,,Y,N,1.3,1.3,1.3,1.3,6H,6H,N,,,,2013,,,,
26642,PE Bay Shore LLC,54541,Entenmanns Energy Center,NY,Suffolk,2,OP,IC,IPP CHP,3,1.3,1.3,1.3,NG,DFO,Y,NG,DFO,,,,,Y,N,1.3,1.3,1.3,1.3,6H,6H,N,,,,2013,,,,
26642,PE Bay Shore LLC,54541,Entenmanns Energy Center,NY,Suffolk,3,OP,IC,IPP CHP,3,1.3,1.3,1.3,NG,DFO,Y,NG,DFO,,,,,Y,N,1.3,1.3,1.3,1.3,6H,6H,N,,,,2013,,,,
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,NY,SUFFOLK,CTG,OP,CT,IPP Non-CHP,2,50.0,47,47,NG,KER,N,,,,,,,Y,N,48, ,48, ,1H,1H,Y,Y,Y,,2013,,,,
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,Nassau,0001,OP,GT,IPP Non-CHP,2,60.0,47.9,49.2,NG,KER,N,,,,,,,Y,N,47.9, ,47.9, ,A,,Y,,,Y,2013,,,,
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,Nassau,001,OP,GT,IPP Non-CHP,2,60.0,47.7,49.2,NG,KER,N,,,,,,,Y,N,47.7,49.2,47.7,49.2,1H,1H,Y,,,Y,2013,,,,
49950,"Caithness Long Island, LLC",56234,Caithness Long Island Energy Center,NY,Suffolk,CT01,OP,CT,IPP Non-CHP,2,196.2,170,223,NG,DFO,N,,,,,,,Y,Y,175, ,175, ,6H,6H,Y,Y,Y,,2013,,,,
49950,"Caithness Long Island, LLC",56234,Caithness Long Island Energy Center,NY,Suffolk,ST01,OP,CA,IPP Non-CHP,2,152.7,137,153,NG,,N,,,,,,,Y,Y,138, ,138, ,6H,6H,Y,Y,Y,,2013,,,,
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,Niagara,GEN1,OP,CT,IPP CHP,3,38.3,37.8,38.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,37.8,38.9,35.37,36.4,1H,1H,Y,Y,Y,,2013,,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT11,OP,GT,IPP Non-CHP,2,20.0,18.9,24.5,DFO,KER,Y,DFO,KER,,,,,,, , , , ,1H,,,,,,2013,,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT12,OP,GT,IPP Non-CHP,2,20.0,18.5,20.8,DFO,KER,Y,DFO,KER,,,,,,, , , , ,1H,,,,,,2013,,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT13,OP,GT,IPP Non-CHP,2,20.0,15.2,22,DFO,KER,Y,DFO,KER,,,,,,, , , , ,1H,,,,,,2013,,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT14,OP,GT,IPP Non-CHP,2,20.0,16,20.9,DFO,KER,Y,DFO,KER,,,,,,, , , , ,1H,,,,,,2013,,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT15,OP,GT,IPP Non-CHP,2,20.0,16,20.9,DFO,KER,Y,DFO,KER,,,,,,, , , , ,1H,,,,,,2013,,,,
