Utility ID,Utility Name,Plant Code,Plant Name,State,Boiler ID,Boiler Status,Type of Boiler,New Source Review,New Source Review Permit,New Source Review Month,New Source Review Year,Regulation Sulfur,Standard Sulfur Rate,Standard Sulfur Percent Scrubbed,Unit Sulfur,Period Sulfur,Compliance Year Sulfur,Sulfur Dioxide Control Existing Strategy 1,Sulfur Dioxide Control Existing Strategy 2,Sulfur Dioxide Control Existing Strategy 3,Sulfur Dioxide Control Proposed Strategy 1,Sulfur Dioxide Control Proposed Strategy 2,Sulfur Dioxide Control Proposed Strategy 3,Regulation Nitrogen,Standard Nitrogen Rate,Unit Nitrogen,Period Nitrogen,Compliance Year Nitrogen,Nitrogen Oxide Control Existing Strategy 1,Nitrogen Oxide Control Existing Strategy 2,Nitrogen Oxide Control Existing Strategy 3,Nitrogen Oxide Control Proposed Strategy 1,Nitrogen Oxide Control Proposed Strategy 2,Nitrogen Oxide Control Proposed Strategy 3,Regulation Particulate,Standard Particulate Rate,Unit Particulate,Period Particulate,Compliance Year Particulate,Regulation Mercury,Compliance Year Mercury,Mercury Control Existing Strategy 1,Mercury Control Existing Strategy 2,Mercury Control Existing Strategy 3,Mercury Control Proposed Strategy 1,Mercury Control Proposed Strategy 2,Mercury Control Proposed Strategy 3
547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,2,OP,N,,, , ,, , ,,, ,,,,,,,FD,7.5,NH,DA,2013,NC,,,MS,,,, ,,, ,FD, ,,,,,,
547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,3,OS,N,,, , ,, , ,,, ,,,,,,,FD,7.5,NH,DA,2013,NC,,,MS,,,, ,,, ,FD, ,,,,,,
547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,4,OP,N,,, , ,, , ,,, ,,,,,,,FD,7.5,NH,DA,2013,NC,,,MS,,,, ,,, ,FD, ,,,,,,
547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,5,OP,N,,, , ,, , ,,, ,,,,,,,FD,7.5,NH,DA,2013,NC,,,MS,,,, ,,, ,FD, ,,,,,,
547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,6,OP,N,,, , ,, , ,,, ,,,,,,,FD,7.5,NH,DA,2013,NC,,,MS,,,, ,,, ,FD, ,,,,,,
547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,7,OP,N,,, , ,, , ,,, ,,,,,,,FD,56.74,NH,DA,2013,NC,,,MS,,,, ,,, ,FD, ,,,,,,
554,City of Ames - (IA),1122,Ames Electric Services Power Plant,IA,7,OP,N,N,, , ,ST, , ,DP,TH,2003,NC,,,RP,,,ST, ,NP,YR,2008,NC,,,RP,,,ST,0.8,PB,PS,2003,, ,,,,,,
554,City of Ames - (IA),1122,Ames Electric Services Power Plant,IA,8,OP,D,N,, , ,ST, , ,DP,TH,1982,NC,,,RP,,,ST, ,NP,YR,2008,NC,,,RP,,,ST,0.1,PB,PS,1982,, ,,,,,,
563,American Bituminous Power LP,10151,Grant Town Power Plant,WV,BLR1A,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,NH3,,,,,,, ,,, ,, ,,,,,,
563,American Bituminous Power LP,10151,Grant Town Power Plant,WV,BLR1B,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,NH3,,,,,,, ,,, ,, ,,,,,,
570,Covanta Delaware Valley LP,10746,Covanta Delaware Valley,PA,BLR1,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
570,Covanta Delaware Valley LP,10746,Covanta Delaware Valley,PA,BLR2,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
570,Covanta Delaware Valley LP,10746,Covanta Delaware Valley,PA,BLR3,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
570,Covanta Delaware Valley LP,10746,Covanta Delaware Valley,PA,BLR4,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
570,Covanta Delaware Valley LP,10746,Covanta Delaware Valley,PA,BLR5,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
570,Covanta Delaware Valley LP,10746,Covanta Delaware Valley,PA,BLR6,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,B1,OP,N,,, , ,FD, , ,,, ,,,,,,,FD,0.5,NP,YR,1984,MS,,,MS,,,, ,,, ,FD,1985,EK,,,EK,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,B5,RE,N,,, , ,FD, , ,,, ,,,,,,,FD,0.5,NP,YR,1947,,,,,,,, ,,, ,FD,1982,EK,,,EK,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,B6,RE,N,,, , ,FD, , ,,, ,,,,,,,FD,0.5,NP,YR,1951,,,,,,,, ,,, ,FD,1951,,,,,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,B7,OP,N,,, , ,FD, , ,,, ,,,,,,,FD,0.5,NP,YR,1966,MS,,,MS,,,, ,,, ,FD,1966,,,,,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,B8,OP,N,,, , ,, , ,,, ,,,,,,,FD,35,NH,YR,1989,MS,,,MS,,,, ,,, ,FD,1989,EK,,,EK,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,B9,OP,N,,, , ,, , ,,, ,,,,,,,FD,35,NH,YR,1989,MS,,,MS,,,, ,,, ,FD,1989,EK,,,EK,,
641,ANP Bellingham Energy Company LLC,55211,ANP Bellingham Energy Project,MA,U1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
641,ANP Bellingham Energy Company LLC,55211,ANP Bellingham Energy Project,MA,U2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
656,ANP Blackstone Energy Company LLC,55212,ANP Blackstone Energy Project,MA,U1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
656,ANP Blackstone Energy Company LLC,55212,ANP Blackstone Energy Project,MA,U2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
733,Appalachian Power Co,3775,Clinch River,VA,1,OP,N,N,, , ,ST,1.08, ,DP,TH,2009,SS,,,SS,,,ST, ,OT,YR,2000,SN,OV,LN,SN,OV,LN,FD,0.113,PB,DT,1975,FD,2015,,,,OT,,
733,Appalachian Power Co,3775,Clinch River,VA,2,OP,N,N,, , ,ST,1.08, ,DP,TH,2009,SS,,,SS,,,ST, ,OT,YR,2000,OV,SN,LN,OV,SN,LN,FD,0.113,PB,DT,1975,FD,2015,,,,OT,,
733,Appalachian Power Co,3775,Clinch River,VA,3,OP,N,N,, , ,ST,1.08, ,DP,TH,2009,SS,,,SS,,,ST, ,OT,YR,2000,OV,LN,SN,OT,,,FD,0.113,PB,DT,1975,FD,2015,,,,OT,,
733,Appalachian Power Co,3776,Glen Lyn,VA,51,OP,N,N,, , ,FD, , ,DH,DA,1974,NC,,,NC,,,ST, ,OT,YR,2004,LN,,,OT,,,FD,0.1346,PB,DT,1974,FD,2015,,,,OT,,
733,Appalachian Power Co,3776,Glen Lyn,VA,52,OP,N,N,, , ,FD, , ,DH,DA,1974,NC,,,NC,,,ST, ,OT,YR,2004,LN,,,OT,,,FD,0.1346,PB,DT,1974,FD,2015,,,,OT,,
733,Appalachian Power Co,3776,Glen Lyn,VA,6,OP,N,N,, , ,FD, , ,DH,DA,1975,NC,,,NC,,,ST, ,OT,YR,2004,LN,,,OT,,,FD,0.1346,PB,DT,1975,FD,2015,,,,OT,,
733,Appalachian Power Co,3935,John E Amos,WV,1,OP,N,N,, , ,ST,1.6, ,DP,DA,1977,IF,,,IF,,,FD, ,OT,YR,2000,LN,SR,,LN,SR,,ST,0.05,PB,DT,1978,FD,2015,EK,SP,,EK,SP,
733,Appalachian Power Co,3935,John E Amos,WV,2,OP,N,N,, , ,ST,1.6, ,DP,DA,1977,IF,,,IF,,,FD, ,OT,YR,2000,LN,SR,,LN,SR,,ST,0.05,PB,DT,1978,FD,2015,EK,SP,,EK,SP,
733,Appalachian Power Co,3935,John E Amos,WV,3,OP,N,N,, , ,ST,1.6, ,DP,DA,1977,IF,,,IF,,,FD, ,OT,YR,2000,LN,SR,,LN,SR,,ST,0.05,PB,DT,1973,FD,2015,EK,SP,,EK,SP,
733,Appalachian Power Co,3936,Kanawha River,WV,1,OP,N,N,, , ,ST,1.6, ,DH,DA,1972,NC,,,NC,,,FD, ,OT,YR,2000,LN,,,LN,,,ST,0.05,PB,DT,1975,FD,2015,,,,OT,,
733,Appalachian Power Co,3936,Kanawha River,WV,2,OP,N,N,, , ,ST,1.6, ,DH,DA,1972,NC,,,NC,,,FD, ,OT,YR,2000,LN,,,LN,,,ST,0.05,PB,DT,1975,FD,2015,,,,OT,,
733,Appalachian Power Co,3938,Philip Sporn,WV,11,OP,N,N,, , ,FD, , ,DH,DA,1976,NC,,,OT,,,ST, ,OT,YR,2000,LN,,,OT,,,FD,0.05,PB,DT,1979,FD,2015,,,,OT,,
733,Appalachian Power Co,3938,Philip Sporn,WV,21,OP,N,N,, , ,FD, , ,DH,DA,1976,NC,,,OT,,,ST, ,OT,YR,2000,LN,,,OT,,,FD,0.05,PB,DT,1979,FD,2015,,,,OT,,
733,Appalachian Power Co,3938,Philip Sporn,WV,31,OP,N,N,, , ,FD, , ,DH,DA,1976,NC,,,NC,,,ST, ,OT,YR,2000,LN,,,OT,,,FD,0.05,PB,DT,1979,FD,2015,,,,OT,,
733,Appalachian Power Co,3938,Philip Sporn,WV,41,OP,N,N,, , ,FD, , ,DH,DA,1976,NC,,,OT,,,ST, ,OT,YR,2000,LN,,,OT,,,FD,0.05,PB,DT,1979,FD,2015,,,,OT,,
733,Appalachian Power Co,3938,Philip Sporn,WV,51,RE,N,N,, , ,FD, , ,DH,DA,1976,NC,,,OT,,,ST, ,OT,YR,2000,NC,,,OT,,,FD,0.05,PB,DT,1977,FD,2015,,,,OT,,
733,Appalachian Power Co,6264,Mountaineer,WV,1,OP,D,Y,R13-0075,4,1974,FD,1.1, ,DP,TH,2007,NC,,,NC,,,FD,0.7,OT,TH,2000,SR,LN,,SR,LN,,ST,0.05,PB,DT,1980,FD,2015,SP,EK,,SP,EK,
733,Appalachian Power Co,55350,Dresden Energy Facility,OH,1,OP,Da,Y,P0108298,3,2012,ST,1.8,0,DH,OH,2012,ND,,,ND,,,ST,29,NH,OH,2012,LN,SR,,LN,SR,,ST,21.8,PH,OH,2012,FD,2012,,,,,,
733,Appalachian Power Co,55350,Dresden Energy Facility,OH,2,OP,Da,Y,P0108298,3,2012,ST,1.8,0,DH,OH,2012,ND,,,ND,,,ST,29,NH,OH,2012,LN,SR,,LN,SR,,ST,21.8,PH,OH,2012,FD,2012,,,,,,
745,Applied Energy Inc,10811,Naval Station Energy Facility,CA,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B1,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B10,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B2,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B3,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B4,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B5,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B6,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B7,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B8,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,B9,RE,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,CFB1,OP,Db,N,, , ,ST, , ,DP,MO,2009,CF,,,NC,,,ST, ,NP,MO,2009,CF,,,NH3,,,ST,0.018,PB,PS,2009,FD,2016,LIJ,BR,,LIJ,BR,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,CFB2,OP,Db,N,, , ,ST, , ,DP,MO,2009,CF,,,NC,,,ST, ,NP,MO,2009,CF,,,NH3,,,ST,0.018,PB,PS,2009,FD,2016,LIJ,BR,,LIJ,BR,
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,CFB3,OP,Db,N,, , ,ST, , ,DP,MO,2009,CF,,,NC,,,ST, ,NP,MO,2009,CF,,,NH3,,,ST,0.018,PB,PS,2009,FD,2016,LIJ,BR,,LIJ,BR,
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,1,OP,Db,N,, , ,FD, , ,DP,TH,1988,CF,,,NC,,,FD, ,NP,MO,1988,SN,,,SN,,,ST,0.03,PB,TH,1988,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,2,OP,Db,N,, , ,FD, , ,DP,TH,1988,CF,,,NC,,,FD, ,NP,MO,1988,SN,,,SN,,,ST,0.03,PB,TH,1988,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,3,OP,Db,N,, , ,ST, , ,DP,TH,1989,CF,,,NC,,,ST, ,NP,MO,1989,SN,,,SN,,,ST,0.03,PB,TH,1989,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,4,OP,Db,N,, , ,ST, , ,DP,TH,1994,CF,,,NC,,,ST, ,NP,MO,1994,SN,,,SN,,,ST,0.03,PB,TH,1994,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,5,OP,N,N,, , ,ST, , ,DP,TH,2001,CF,,,NC,,,ST, ,NP,MO,2001,SN,,,SN,,,ST,0.03,PB,TH,2001,FD,2016,LIJ,BR,,LIJ,BR,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB1,OP,Db,Y,85060030,6,1985,ST, , ,DP,MO,1987,CF,,,NC,,,FD, ,NP,MO,1987,SN,,,SN,,,ST,0.03,PB,PS,1987,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB2,OP,Db,Y,85060030,6,1985,ST, , ,DP,MO,1987,CF,,,NC,,,FD, ,NP,MO,1987,SN,,,SN,,,ST,0.03,PB,PS,1987,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB3,OP,Db,Y,85060030,6,1985,ST, , ,DP,MO,1987,CF,,,NC,,,FD, ,NP,MO,1987,SN,,,SN,,,ST,0.03,PB,PS,1987,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB4,OP,Db,Y,85060030,6,1985,ST, , ,DP,MO,1987,CF,,,NC,,,FD, ,NP,MO,1987,SN,,,SN,,,ST,0.03,PB,PS,1987,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB5,OP,Db,Y,85060030,6,1985,ST, , ,DP,MO,1987,CF,,,NC,,,FD, ,NP,MO,1987,SN,,,SN,,,ST,0.03,PB,PS,1987,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB6,OP,Db,Y,"85060030, 94020006",6,1985,ST, , ,DP,MO,1991,CF,,,NC,,,FD, ,NP,MO,1991,SN,,,SN,,,ST,0.025,PB,PS,1991,FD,2016,LIJ,BP,,LIJ,BP,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB7,OP,Db,Y,94020006,2,1994,ST, , ,DP,MO,1996,CF,,,NC,,,ST, ,NP,MO,1996,SN,,,SN,,,ST,0.025,PB,PS,1996,FD,2016,LIJ,BR,,LIJ,BR,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB8,OP,Db,Y,94020006,2,1994,ST, , ,DP,MO,1997,CF,,,NC,,,ST, ,NP,MO,1997,SN,,,SN,,,ST,0.025,PB,PS,1997,FD,2016,LIJ,BR,,LIJ,BR,
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,CFB9,OP,Db,Y,97050097,5,1997,ST, , ,DP,MO,2002,CF,,,NC,,,ST, ,NP,MO,2002,SN,,,SN,,,ST,0.025,PB,PS,2002,FD,2016,LIJ,BR,,LIJ,BR,
772,Archer Daniels Midland Co,57046,Archer Daniels Midland Columbus,NE,CFB1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
772,Archer Daniels Midland Co,57046,Archer Daniels Midland Columbus,NE,CFB2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
796,Arizona Electric Pwr Coop Inc,160,Apache Station,AZ,1,SB,N,N,, , ,FD, , ,DP,TH,1995,NC,,,NC,,,, ,,, ,NC,,,LN,,,, ,,, ,, ,,,,,,
796,Arizona Electric Pwr Coop Inc,160,Apache Station,AZ,2,OP,D,N,, , ,ST, , ,DP,TH,1979,NC,,,NC,,,ST, ,NP,TH,1979,LN,OV,,LN,FR,,ST,0.1,PB,PS,1979,ST,2016,OT,,,ND,,
796,Arizona Electric Pwr Coop Inc,160,Apache Station,AZ,3,OP,D,N,, , ,ST, , ,DP,TH,1979,NC,,,NC,,,ST, ,NP,TH,1979,LN,OV,,LN,,,ST,0.1,PB,PS,1979,ST,2016,OT,,,ND,,
803,Arizona Public Service Co,113,Cholla,AZ,1,OP,N,N,, , ,FD,0.2,1,SB,MO,2016,ND,,,ND,,,FD, ,NP,YR,1997,OV,LN,,,,,FD,0.03,PB,YR,2016,FD,2016,BP,,,ACI,,
803,Arizona Public Service Co,113,Cholla,AZ,2,OP,D,N,, , ,FD,0.15,1,DC,MO,2016,ND,,,ND,,,FD,0.055,NP,MO,2017,OV,,,ND,,,ST,0.015,OP,YR,2016,FD,2016,,,,ND,,
803,Arizona Public Service Co,113,Cholla,AZ,3,OP,D,N,, , ,FD,0.15,1,DP,MO,2013,ND,,,ND,,,FD,0.055,NP,MO,2017,OV,,,ND,,,FD,0.015,PB,YR,2013,FD,2016,BP,,,ACI,,
803,Arizona Public Service Co,113,Cholla,AZ,4,OP,D,N,, , ,FD,0.15,1,SB,MO,2013,ND,,,ND,,,FD,0.055,NP,MO,2017,AA,OV,LN,ND,,,FD,0.015,PB,YR,2013,FD,2016,BP,,,ACI,,
803,Arizona Public Service Co,116,Ocotillo,AZ,1,OP,N,N,, , ,LO, , ,DP,WO,1979,NC,,,NC,,,, ,,, ,,,,,,,LO,239,PH,OH,1979,, ,,,,,,
803,Arizona Public Service Co,116,Ocotillo,AZ,2,OP,N,N,, , ,LO, , ,DP,WO,1979,NC,,,NC,,,, ,,, ,,,,,,,LO,239,PH,OH,1979,, ,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,1B,OP,N,,, , ,, , ,,, ,NC,,,NC,,,, ,,, ,NC,,,NC,,,, ,,, ,, ,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,2B,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,3B,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,CC4,OP,Dc,Y,V95-006,6,2007,, , ,,, ,,,,,,,LO, ,NP,TH,2001,LN,,,NC,,,LO,17.4,PH,TH,2001,, ,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,CC5A,OP,Db,Y,V95-006,6,2007,, , ,,, ,,,,,,,LO, ,NP,TH,2003,NH3,,,NH3,,,LO,69,PH,OH,2003,, ,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,CC5B,OP,Db,Y,V95-006,6,2007,, , ,,, ,,,,,,,LO, ,NP,TH,2003,NH3,,,NH3,,,LO,69,PH,OH,2003,, ,,,,,,
803,Arizona Public Service Co,118,Saguaro,AZ,1,RE,N,N,, , ,LO, , ,DP,WO,1979,,,,,,,, ,,, ,,,,,,,LO,257,PH,OH,1979,, ,,,,,,
803,Arizona Public Service Co,118,Saguaro,AZ,2,RE,N,N,, , ,LO, , ,DP,WO,1979,NC,,,NC,,,, ,,, ,NC,,,NC,,,LO,241,PH,OH,1979,, ,,,,,,
803,Arizona Public Service Co,120,Yucca,AZ,1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
803,Arizona Public Service Co,2442,Four Corners,NM,1,RE,N,N,, , ,FD, ,1,SR,DA,2008,IF,,,CF,,,FD,0.85,NP,MO,2007,LN,,,NC,,,FD,0.05,PB,PS,2007,FD,2015,,,,ND,,
803,Arizona Public Service Co,2442,Four Corners,NM,2,RE,N,N,, , ,FD, ,1,SR,DA,2008,IF,,,NC,,,FD,0.85,NP,MO,2007,LN,,,NC,,,FD,0.05,PB,PS,2007,FD,2015,,,,ND,,
803,Arizona Public Service Co,2442,Four Corners,NM,3,RE,N,N,, , ,FD, ,1,SR,DA,2008,IF,,,NC,,,FD,0.65,NP,MO,2007,LN,,,NC,,,FD,0.05,PB,PS,2007,FD,2015,,,,ND,,
803,Arizona Public Service Co,2442,Four Corners,NM,4,OP,N,N,, , ,FD, ,1,SR,DA,2008,IF,,,NC,,,FD,0.65,NP,MO,2007,LN,,,NC,,,FD,0.015,PB,PS,2013,FD,2015,BR,,,BR,,
803,Arizona Public Service Co,2442,Four Corners,NM,5,OP,N,N,, , ,FD, ,1,SR,DA,2008,IF,,,NC,,,FD,0.65,NP,MO,2007,LN,,,NC,,,FD,0.015,PB,PS,2014,FD,2015,BR,,,BR,,
803,Arizona Public Service Co,6008,Palo Verde,AZ,NSS1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
803,Arizona Public Service Co,6008,Palo Verde,AZ,NSS2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
803,Arizona Public Service Co,6008,Palo Verde,AZ,NSS3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
803,Arizona Public Service Co,55455,Red Hawk,AZ,HRSG1A,OP,Db,N,, , ,, , ,,, ,,,,,,,LO, ,NP,TH,2002,SR,,,SR,,,LO,41.8,PH,OH,2002,, ,,,,,,
803,Arizona Public Service Co,55455,Red Hawk,AZ,HRSG1B,OP,Db,N,, , ,, , ,,, ,,,,,,,LO, ,NP,TH,2002,SR,,,SR,,,LO,41.8,PH,OH,2002,, ,,,,,,
803,Arizona Public Service Co,55455,Red Hawk,AZ,HRSG2A,OP,Db,N,, , ,, , ,,, ,,,,,,,LO, ,NP,TH,2002,SR,,,SR,,,LO,41.8,PH,OH,2002,, ,,,,,,
803,Arizona Public Service Co,55455,Red Hawk,AZ,HRSG2B,OP,Db,N,, , ,, , ,,, ,,,,,,,LO, ,NP,TH,2002,SR,,,SR,,,LO,41.8,PH,OH,2002,, ,,,,,,
807,Arkansas Electric Coop Corp,201,Thomas Fitzhugh,AR,2,OP,,,, , ,ST, , ,,, ,,,,,,,, ,,, ,LN,,,,,,, ,,, ,, ,,,,,,
807,Arkansas Electric Coop Corp,202,Carl Bailey,AR,01,OP,N,N,, , ,ST,3250,0,DH,TH,1974,NC,,,NC,,,ST,887,NH,TH,1974,NC,,,NC,,,ST,261,PH,TH,1974,ST,1974,ND,,,,,
807,Arkansas Electric Coop Corp,203,McClellan (AR),AR,01,OP,N,N,, , ,ST,2409.7,0,DH,TH,1974,NC,,,NC,,,ST,869.1,NH,TH,1974,NC,,,NC,,,ST,7.2,PH,TH,1974,ST,1974,ND,,,,,
807,Arkansas Electric Coop Corp,55221,Harry L. Oswald,AR,HRSG1,OP,Db,Y,1842-AOP-R5,3,2010,ST,0.4,0,DH,TH,2002,NC,,,NC,,,ST,22,NM,TH,2002,H20,,,NC,,,ST,5.2,PH,TH,2002,,2002,,,,,,
807,Arkansas Electric Coop Corp,55221,Harry L. Oswald,AR,HRSG2,OP,Db,Y,1842-AOP-R5,3,2010,ST,0.4,0,DH,TH,2002,NC,,,NC,,,ST,22,NM,TH,2002,H20,,,NC,,,ST,5.2,PH,TH,2002,,2002,,,,,,
807,Arkansas Electric Coop Corp,55221,Harry L. Oswald,AR,HRSG3,OP,Db,Y,1842-AOP-R5,3,2010,ST,0.4,0,DH,TH,2002,NC,,,NC,,,ST,22,NM,TH,2002,H20,,,NC,,,ST,5.2,PH,TH,2002,,2002,,,,,,
807,Arkansas Electric Coop Corp,55221,Harry L. Oswald,AR,HRSG4,OP,Db,Y,1842-AOP-R5,3,2010,,0.4,0,DH,TH,2002,NC,,,NC,,,ST,22,NM,TH,2002,H20,,,NC,,,ST,5.2,PH,TH,2002,,2002,,,,,,
807,Arkansas Electric Coop Corp,55221,Harry L. Oswald,AR,HRSG5,OP,Db,Y,1842-AOP-R5,3,2010,ST,0.4,0,DH,TH,2002,NC,,,NC,,,ST,22,NM,TH,2002,H20,,,NC,,,ST,5.2,PH,TH,2002,,2002,,,,,,
807,Arkansas Electric Coop Corp,55221,Harry L. Oswald,AR,HRSG6,OP,Db,Y,1842-AOP-R5,3,2010,ST,0.4,0,DH,TH,2002,NC,,,NC,,,ST,22,NM,TH,2002,H20,,,NC,,,ST,5.2,PH,TH,2002,,2002,,,,,,
807,Arkansas Electric Coop Corp,55221,Harry L. Oswald,AR,HRSG7,OP,Db,Y,1842-AOP-R5,3,2010,ST,0.8,0,DH,TH,2002,NC,,,NC,,,ST,9,NM,TH,2002,H20,,,NC,,,ST,9.2,PH,TH,2002,,2002,,,,,,
